id_Historico_Desastre;idDetalleDesastre;NombreDetalle;ValorDetalle;UnidadesDetalle;idDetalleDesastre
502372;5023723;Nivel de agua;22.20702770817583;m;2372
502373;5023733;Velocidad de la avalancha;12.652639987829435;(m/s);2373
502374;5023743;Velocidad de la avalancha;11.424198361318782;(m/s);2374
502375;5023753;Velocidad de la avalancha;10.132278804019956;(m/s);2375
502376;5023763;Velocidad de la avalancha;13.11643402837228;(m/s);2376
502377;5023773;Velocidad de la avalancha;14.555630003828156;(m/s);2377
502378;5023783;Velocidad de la avalancha;18.743439212389458;(m/s);2378
502379;5023793;Velocidad de la avalancha;18.90002146130918;(m/s);2379
502380;5023803;Velocidad de la avalancha;16.09224042224195;(m/s);2380
502381;5023813;Velocidad de la avalancha;11.070791686038474;(m/s);2381
502382;5023823;Velocidad de la avalancha;18.344359914706708;(m/s);2382
502383;5023833;Velocidad de la avalancha;10.631277771530893;(m/s);2383
502384;5023843;Velocidad de la avalancha;18.15144117771746;(m/s);2384
502385;5023853;Velocidad de la avalancha;15.557911738404389;(m/s);2385
502386;5023863;Velocidad de la avalancha;19.933928313308854;(m/s);2386
502387;5023873;Velocidad de la avalancha;19.868046208373123;(m/s);2387
502388;5023883;Velocidad de la avalancha;19.977626118885453;(m/s);2388
502389;5023893;Velocidad de la avalancha;12.819394314907356;(m/s);2389
502390;5023903;Velocidad de la avalancha;11.911771281267201;(m/s);2390
502391;5023913;Velocidad de la avalancha;15.106964879162922;(m/s);2391
502392;5023923;Velocidad de la avalancha;19.777040452710327;(m/s);2392
502393;5023933;Velocidad de la avalancha;10.762890898304212;(m/s);2393
502394;5023943;Área afectada;0.8160159929121674;km^2;2394
502395;5023953;Velocidad de la avalancha;19.6237558545784;(m/s);2395
502396;5023963;Velocidad de la avalancha;10.233561493387567;(m/s);2396
502397;5023973;Velocidad de la avalancha;13.085589870216602;(m/s);2397
502398;5023983;Área afectada;0.9996788625344001;km^2;2398
502399;5023993;No tiene detalle;No valor detalle;Sin unidades;2399
502400;5024003;No tiene detalle;No valor detalle;Sin unidades;2400
502401;5024013;Nivel de agua;1.047270574632828;m;2401
502402;5024023;Velocidad del viento;118.66619489251511;km/h;2402
502403;5024033;Nivel de agua;0.1091690728962662;m;2403
502404;5024043;Velocidad de la avalancha;16.276577186355524;(m/s);2404
502405;5024053;Área afectada;1.6408061862127932;km^2;2405
502406;5024063;Velocidad de la avalancha;18.70648754501034;(m/s);2406
502407;5024073;Velocidad de la avalancha;17.20349798717318;(m/s);2407
502408;5024083;Velocidad de la avalancha;17.78767109328853;(m/s);2408
502409;5024093;Velocidad de la avalancha;16.44073381616431;(m/s);2409
502410;5024103;Nivel de agua;1.2743447340252105;m;2410
502411;5024113;Velocidad de la avalancha;15.90026744969036;(m/s);2411
502412;5024123;Velocidad de la avalancha;13.978076391382363;(m/s);2412
502413;5024133;Velocidad de la avalancha;17.13296822997954;(m/s);2413
502414;5024143;Tipo de accidente;Industrial;Sin unidades;2414
502415;5024153;Nivel de agua;0.6902598088833605;m;2415
502416;5024163;Velocidad de la avalancha;16.181455698876434;(m/s);2416
502417;5024173;Velocidad de la avalancha;19.950739242605948;(m/s);2417
502418;5024183;Velocidad de la avalancha;17.251664312145074;(m/s);2418
502419;5024193;Velocidad de la avalancha;15.33660834657746;(m/s);2419
502420;5024203;Velocidad de la avalancha;13.880920354180155;(m/s);2420
502421;5024213;Velocidad de la avalancha;10.661717259972578;(m/s);2421
502422;5024223;Nivel de agua;0.5368546042944768;m;2422
502423;5024233;Nivel de contaminación;Moderado;Sin unidades;2423
502424;5024243;Área afectada;1.4663160292702966;km^2;2424
502425;5024253;Área afectada;0.536239552698865;km^2;2425
502426;5024263;Área afectada;1.4507940825674206;km^2;2426
502427;5024273;Velocidad de la avalancha;10.578864416460922;(m/s);2427
502428;5024283;Área afectada;1.3578042790816174;km^2;2428
502429;5024293;Nivel de agua;9.127140252186908;m;2429
502430;5024303;Área afectada;1.1473345507097832;km^2;2430
502431;5024313;Velocidad de la avalancha;15.02907537490798;(m/s);2431
502432;5024323;Magnitud del terremoto;5.322155741894747;Sin unidades;2432
502433;5024333;Área afectada;0.8006988372512707;km^2;2433
502434;5024343;Área afectada;1.4677265273135882;km^2;2434
502435;5024353;Nivel de agua;17.19357165021652;m;2435
502436;5024363;Velocidad de la avalancha;16.92393570362774;(m/s);2436
502437;5024373;Área afectada;0.9549676761132095;km^2;2437
502438;5024383;Altura de la marejada;Virus;Sin unidades;2438
502439;5024393;Duración de la sequía;136;días;2439
502440;5024403;Área forestal afectada;71.63893798546657;km^2;2440
502441;5024413;Altura de la marejada;Hongo;Sin unidades;2441
502442;5024423;Área afectada;0.5774783145309448;km^2;2442
502443;5024433;Altura de la marejada;Hongo;Sin unidades;2443
502444;5024443;Área afectada;1.6175562786115518;km^2;2444
502445;5024453;Vía de exposición;Ingestión;Sin unidades;2445
502446;5024463;Área afectada;0.7889018811269264;km^2;2446
502447;5024473;Área afectada;1.9723528854606527;km^2;2447
502448;5024483;Velocidad del viento;125.21995535283529;km/h;2448
502449;5024493;Magnitud de la erupción;2;VEI;2449
502450;5024503;Magnitud de la erupción;1;VEI;2450
502451;5024513;Nivel de agua;19.596726913603995;m;2451
502452;5024523;Vía de exposición;Inhalación;Sin unidades;2452
502453;5024533;Vía de exposición;Inhalación;Sin unidades;2453
502454;5024543;Área afectada;1.2095734933557254;km^2;2454
502455;5024553;Vía de exposición;Contacto dérmico;Sin unidades;2455
502456;5024563;Velocidad de la avalancha;12.420395391726277;(m/s);2456
502457;5024573;Velocidad del viento;94.61932120186657;km/h;2457
502458;5024583;Velocidad del viento;129.2863928787415;km/h;2458
502459;5024593;Área afectada;1.67721458658409;km^2;2459
502460;5024603;Área afectada;1.2277444627501564;km^2;2460
502461;5024613;Área afectada;1.4296959480368372;km^2;2461
502462;5024623;Área afectada;1.662669841451345;km^2;2462
502463;5024633;Velocidad del viento;121.17004777622242;km/h;2463
502464;5024643;Área afectada;0.839807043981289;km^2;2464
502465;5024653;Velocidad de la avalancha;15.666801557676688;(m/s);2465
502466;5024663;Nivel de agua;29.2370674614049;m;2466
502467;5024673;Velocidad de la avalancha;12.685814238472652;(m/s);2467
502468;5024683;Velocidad de la avalancha;16.900039948870187;(m/s);2468
502469;5024693;Vía de exposición;Inhalación;Sin unidades;2469
502470;5024703;Área afectada;1.8112500410273806;km^2;2470
502471;5024713;Velocidad de la avalancha;10.967225254539823;(m/s);2471
502472;5024723;Nivel de agua;21.70067463714068;m;2472
502473;5024733;Nivel de agua;7.543861160635706;m;2473
502474;5024743;Nivel de agua;9.209157342688853;m;2474
502475;5024753;Volumen de agua;8268.350715379253;m^3;2475
502476;5024763;Velocidad de la avalancha;11.31107329596537;(m/s);2476
502477;5024773;Velocidad de la avalancha;12.670823250955499;(m/s);2477
502478;5024783;Nivel de agua;3.840861957307493;m;2478
502479;5024793;Nivel de agua;9.956725521480859;m;2479
502480;5024803;Nivel de agua;4.600025382200804;m;2480
502481;5024813;Velocidad de la avalancha;12.097977290624991;(m/s);2481
502482;5024823;Velocidad de la avalancha;13.173867088711082;(m/s);2482
502483;5024833;Velocidad de la avalancha;10.750816328460624;(m/s);2483
502484;5024843;Área afectada;0.5770246528811642;km^2;2484
502485;5024853;Velocidad de la avalancha;14.581759461905037;(m/s);2485
502486;5024863;Velocidad de la avalancha;19.51985406113494;(m/s);2486
502487;5024873;Velocidad de la avalancha;19.912873098917814;(m/s);2487
502488;5024883;Velocidad de la avalancha;18.561633062791124;(m/s);2488
502489;5024893;Velocidad de la avalancha;11.1962220765455;(m/s);2489
502490;5024903;Velocidad de la avalancha;16.29986429570392;(m/s);2490
502491;5024913;Velocidad de la avalancha;11.692578402512337;(m/s);2491
502492;5024923;Velocidad de la avalancha;13.677582314882118;(m/s);2492
502493;5024933;Velocidad de la avalancha;17.880176460527252;(m/s);2493
502494;5024943;Velocidad de la avalancha;17.59999585589441;(m/s);2494
502495;5024953;Velocidad de la avalancha;10.8539417252599;(m/s);2495
502496;5024963;Nivel de agua;0.1887966250119688;m;2496
502497;5024973;Velocidad de la avalancha;14.29714858948241;(m/s);2497
502498;5024983;Nivel de agua;0.8674344288734646;m;2498
502499;5024993;Volumen de agua;97013.49654827657;m^3;2499
502500;5025003;Área afectada;1.9824861599460863;km^2;2500
502501;5025013;Velocidad de la avalancha;13.01084145627837;(m/s);2501
502502;5025023;Velocidad de la avalancha;18.33683461846266;(m/s);2502
502503;5025033;Velocidad de la avalancha;17.885083950436986;(m/s);2503
502504;5025043;Velocidad de la avalancha;12.082075170160849;(m/s);2504
502505;5025053;Nivel de agua;12.393562297377475;m;2505
502506;5025063;Velocidad de la avalancha;18.40690968358301;(m/s);2506
502507;5025073;Área afectada;1.035399094462059;km^2;2507
502508;5025083;Velocidad de la avalancha;13.90799667566047;(m/s);2508
502509;5025093;Nivel de agua;5.459398697489685;m;2509
502510;5025103;Nivel de agua;1.925184075565668;m;2510
502511;5025113;Área afectada;1.204134300464467;km^2;2511
502512;5025123;Vía de exposición;Contacto dérmico;Sin unidades;2512
502513;5025133;Vía de exposición;Ingestión;Sin unidades;2513
502514;5025143;Vía de exposición;Contacto dérmico;Sin unidades;2514
502515;5025153;Vía de exposición;Ingestión;Sin unidades;2515
502516;5025163;Área afectada;1.495202631157582;km^2;2516
502517;5025173;Área afectada;1.8320242228778532;km^2;2517
502518;5025183;Altura de la marejada;Virus;Sin unidades;2518
502519;5025193;Tipo de accidente;Laboral;Sin unidades;2519
502520;5025203;Área afectada;1.4399918300785979;km^2;2520
502521;5025213;Nivel de agua;12.386704564105553;m;2521
502522;5025223;Nivel de agua;24.655571959703117;m;2522
502523;5025233;Nivel de agua;3.956630807297681;m;2523
502524;5025243;Velocidad de la avalancha;10.59768275481285;(m/s);2524
502525;5025253;Velocidad de la avalancha;16.218552956020716;(m/s);2525
502526;5025263;Velocidad de la avalancha;14.561152940106181;(m/s);2526
502527;5025273;Velocidad de la avalancha;19.913207844363782;(m/s);2527
502528;5025283;Velocidad de la avalancha;19.08529932574401;(m/s);2528
502529;5025293;Velocidad de la avalancha;19.02542668714817;(m/s);2529
502530;5025303;Tipo de accidente;Industrial;Sin unidades;2530
502531;5025313;Velocidad de la avalancha;14.405513528060382;(m/s);2531
502532;5025323;Vía de exposición;Ingestión;Sin unidades;2532
502533;5025333;Nivel de agua;6.191385717945831;m;2533
502534;5025343;Nivel de agua;6.060454754559758;m;2534
502535;5025353;Nivel de agua;4.616753773732479;m;2535
502536;5025363;Velocidad de la avalancha;16.52325335861285;(m/s);2536
502537;5025373;Velocidad de la avalancha;17.56397038086109;(m/s);2537
502538;5025383;Velocidad de la avalancha;16.532323632762317;(m/s);2538
502539;5025393;Velocidad de la avalancha;19.261850851795565;(m/s);2539
502540;5025403;Velocidad de la avalancha;18.281539230661686;(m/s);2540
502541;5025413;Velocidad de la avalancha;12.459970947534742;(m/s);2541
502542;5025423;Velocidad de la avalancha;13.85647938295485;(m/s);2542
502543;5025433;Velocidad de la avalancha;10.363287484090941;(m/s);2543
502544;5025443;Velocidad de la avalancha;13.944546549332555;(m/s);2544
502545;5025453;Velocidad de la avalancha;12.406915538564245;(m/s);2545
502546;5025463;Velocidad de la avalancha;15.98749325870089;(m/s);2546
502547;5025473;Velocidad de la avalancha;17.616181661425124;(m/s);2547
502548;5025483;Velocidad de la avalancha;13.435010988272209;(m/s);2548
502549;5025493;Velocidad de la avalancha;19.475745084144158;(m/s);2549
502550;5025503;Velocidad de la avalancha;14.422888196159729;(m/s);2550
502551;5025513;Velocidad de la avalancha;16.202058448351906;(m/s);2551
502552;5025523;Velocidad de la avalancha;13.400901833355759;(m/s);2552
502553;5025533;Velocidad de la avalancha;11.295349853824344;(m/s);2553
502554;5025543;Velocidad de la avalancha;13.830516133415497;(m/s);2554
502555;5025553;Velocidad de la avalancha;14.862435229555103;(m/s);2555
502556;5025563;Velocidad de la avalancha;18.632551752246;(m/s);2556
502557;5025573;Velocidad de la avalancha;16.654021849006842;(m/s);2557
502558;5025583;Área afectada;0.718003338416786;km^2;2558
502559;5025593;Velocidad de la avalancha;12.93055358377902;(m/s);2559
502560;5025603;Velocidad de la avalancha;17.308588240189476;(m/s);2560
502561;5025613;Velocidad de la avalancha;10.709160889417422;(m/s);2561
502562;5025623;Velocidad de la avalancha;14.36666434747559;(m/s);2562
502563;5025633;Velocidad de la avalancha;11.654716490991188;(m/s);2563
502564;5025643;Velocidad de la avalancha;11.162735986299701;(m/s);2564
502565;5025653;Nivel de agua;1.0433133618235546;m;2565
502566;5025663;Velocidad de la avalancha;14.853035399015374;(m/s);2566
502567;5025673;Velocidad de la avalancha;17.458405178817873;(m/s);2567
502568;5025683;Velocidad de la avalancha;10.589069563073867;(m/s);2568
502569;5025693;Nivel de agua;1.680345496658664;m;2569
502570;5025703;Velocidad de la avalancha;18.423981400783056;(m/s);2570
502571;5025713;Velocidad de la avalancha;10.007552015142936;(m/s);2571
502572;5025723;Velocidad de la avalancha;12.542731315987945;(m/s);2572
502573;5025733;Velocidad de la avalancha;12.625272741039215;(m/s);2573
502574;5025743;Velocidad de la avalancha;19.162071608891438;(m/s);2574
502575;5025753;Velocidad de la avalancha;15.135536272187984;(m/s);2575
502576;5025763;Velocidad de la avalancha;16.751197364413265;(m/s);2576
502577;5025773;Velocidad de la avalancha;10.659602822843867;(m/s);2577
502578;5025783;Velocidad de la avalancha;17.162555056794645;(m/s);2578
502579;5025793;Velocidad de la avalancha;10.054617475187682;(m/s);2579
502580;5025803;Velocidad de la avalancha;14.119801738866393;(m/s);2580
502581;5025813;Área afectada;1.7327240946363076;km^2;2581
502582;5025823;Nivel de agua;6.488018285602111;m;2582
502583;5025833;Área afectada;1.6559256162920202;km^2;2583
502584;5025843;Nivel de agua;1.9694563731021888;m;2584
502585;5025853;Velocidad de la avalancha;15.52332915089751;(m/s);2585
502586;5025863;Velocidad del viento;97.79080126292011;km/h;2586
502587;5025873;Nivel de agua;18.998522620291254;m;2587
502588;5025883;Nivel de agua;9.718698955398445;m;2588
502589;5025893;Nivel de agua;5.986038220364743;m;2589
502590;5025903;Velocidad de la avalancha;11.200727010733795;(m/s);2590
502591;5025913;Nivel de agua;27.355373458312876;m;2591
502592;5025923;Área afectada;1.3310892925052047;km^2;2592
502593;5025933;Nivel de agua;13.354358957692485;m;2593
502594;5025943;Velocidad de la avalancha;14.93567915024046;(m/s);2594
502595;5025953;Nivel de agua;18.93336709662849;m;2595
502596;5025963;Nivel de agua;22.956496451547196;m;2596
502597;5025973;Velocidad de la avalancha;10.317718280325932;(m/s);2597
502598;5025983;Nivel de agua;13.151547046033873;m;2598
502599;5025993;Área afectada;1.2715167030877208;km^2;2599
502600;5026003;Vía de exposición;Inhalación;Sin unidades;2600
502601;5026013;Área afectada;1.1687685086316324;km^2;2601
502602;5026023;Volumen de agua;12959.618836914227;m^3;2602
502603;5026033;Nivel de agua;25.134402299235145;m;2603
502604;5026043;Nivel de agua;16.81406760017332;m;2604
502605;5026053;Nivel de agua;21.78890202956187;m;2605
502606;5026063;Nivel de agua;1.9938566301477565;m;2606
502607;5026073;Nivel de agua;21.00637636439951;m;2607
502608;5026083;Velocidad de la avalancha;14.353492385777542;(m/s);2608
502609;5026093;Nivel de agua;12.06100958560951;m;2609
502610;5026103;Velocidad de la avalancha;15.681838588084762;(m/s);2610
502611;5026113;Velocidad de la avalancha;16.144455311882272;(m/s);2611
502612;5026123;Nivel de agua;22.539498521630637;m;2612
502613;5026133;Nivel de agua;16.533582387906144;m;2613
502614;5026143;Nivel de agua;3.8306217065500157;m;2614
502615;5026153;Velocidad de la avalancha;12.699299338433068;(m/s);2615
502616;5026163;Velocidad de la avalancha;16.599301798108996;(m/s);2616
502617;5026173;Nivel de agua;5.317577333558381;m;2617
502618;5026183;Nivel de agua;28.678847627927656;m;2618
502619;5026193;Nivel de agua;6.538939518535999;m;2619
502620;5026203;Nivel de agua;24.96512149129449;m;2620
502621;5026213;Nivel de agua;5.297239147585141;m;2621
502622;5026223;Velocidad de la avalancha;14.111765747934601;(m/s);2622
502623;5026233;Velocidad de la avalancha;11.373875535428112;(m/s);2623
502624;5026243;Velocidad de la avalancha;18.420010911330955;(m/s);2624
502625;5026253;Velocidad de la avalancha;17.221383725479438;(m/s);2625
502626;5026263;Velocidad de la avalancha;19.540038382940814;(m/s);2626
502627;5026273;Velocidad de la avalancha;10.54535157298097;(m/s);2627
502628;5026283;Volumen de agua;90462.22813826402;m^3;2628
502629;5026293;Volumen de agua;44672.916645468424;m^3;2629
502630;5026303;Nivel de agua;22.439378002616863;m;2630
502631;5026313;Nivel de agua;8.870121495253576;m;2631
502632;5026323;Nivel de agua;5.375655387007096;m;2632
502633;5026333;Nivel de agua;0.2571426961724157;m;2633
502634;5026343;Velocidad de la avalancha;15.713350435863234;(m/s);2634
502635;5026353;Velocidad de la avalancha;19.956744336491628;(m/s);2635
502636;5026363;Velocidad de la avalancha;16.42775291907698;(m/s);2636
502637;5026373;Velocidad de la avalancha;10.717132949573271;(m/s);2637
502638;5026383;Velocidad de la avalancha;13.392054860030829;(m/s);2638
502639;5026393;Nivel de agua;20.492304760012026;m;2639
502640;5026403;Nivel de agua;2.5679352250536103;m;2640
502641;5026413;Nivel de agua;15.932591666530357;m;2641
502642;5026423;Nivel de agua;13.186483871963388;m;2642
502643;5026433;Nivel de agua;25.938864679285164;m;2643
502644;5026443;Nivel de agua;21.214554462291122;m;2644
502645;5026453;Nivel de agua;16.967135699253323;m;2645
502646;5026463;Volumen de agua;15926.634500637216;m^3;2646
502647;5026473;Nivel de agua;17.730618388066823;m;2647
502648;5026483;Nivel de agua;19.428256412968963;m;2648
502649;5026493;Volumen de agua;79060.292629376;m^3;2649
502650;5026503;Nivel de agua;8.702248319109483;m;2650
502651;5026513;Nivel de agua;1.5171343849549401;m;2651
502652;5026523;Volumen de agua;98783.79452052043;m^3;2652
502653;5026533;Nivel de agua;27.43681286272637;m;2653
502654;5026543;Velocidad de la avalancha;12.932283459867815;(m/s);2654
502655;5026553;Nivel de agua;5.201751159187118;m;2655
502656;5026563;Velocidad de la avalancha;11.500633163175168;(m/s);2656
502657;5026573;Velocidad de la avalancha;12.185649148942638;(m/s);2657
502658;5026583;Nivel de agua;6.518515801127235;m;2658
502659;5026593;Velocidad de la avalancha;13.355717388885072;(m/s);2659
502660;5026603;Nivel de agua;26.553661865977293;m;2660
502661;5026613;Velocidad de la avalancha;19.793520813744955;(m/s);2661
502662;5026623;Nivel de agua;8.547429659003441;m;2662
502663;5026633;Velocidad de la avalancha;16.751945768754;(m/s);2663
502664;5026643;Nivel de agua;9.36586428413831;m;2664
502665;5026653;Velocidad de la avalancha;19.320323271938094;(m/s);2665
502666;5026663;Velocidad de la avalancha;19.923513875783897;(m/s);2666
502667;5026673;Velocidad de la avalancha;11.130375697102743;(m/s);2667
502668;5026683;Nivel de agua;8.405055636817604;m;2668
502669;5026693;Nivel de agua;25.491911908853243;m;2669
502670;5026703;Velocidad de la avalancha;10.583524198832313;(m/s);2670
502671;5026713;Velocidad de la avalancha;12.135333393420732;(m/s);2671
502672;5026723;Velocidad de la avalancha;17.266493576850507;(m/s);2672
502673;5026733;Nivel de agua;2.7914000814027062;m;2673
502674;5026743;Velocidad de la avalancha;14.302472280888814;(m/s);2674
502675;5026753;Nivel de agua;14.243618039880957;m;2675
502676;5026763;Velocidad de la avalancha;17.30120960198564;(m/s);2676
502677;5026773;Velocidad de la avalancha;10.049503474335381;(m/s);2677
502678;5026783;Velocidad de la avalancha;18.743197668574126;(m/s);2678
502679;5026793;Nivel de agua;20.999606809458623;m;2679
502680;5026803;Nivel de agua;0.3898491322524922;m;2680
502681;5026813;Velocidad de la avalancha;19.656243168410676;(m/s);2681
502682;5026823;Nivel de agua;11.126497390287268;m;2682
502683;5026833;Velocidad de la avalancha;12.678763614827858;(m/s);2683
502684;5026843;Nivel de agua;18.864776137411273;m;2684
502685;5026853;Velocidad de la avalancha;19.30346999142906;(m/s);2685
502686;5026863;Velocidad de la avalancha;17.768243972212467;(m/s);2686
502687;5026873;Nivel de agua;17.60699697059109;m;2687
502688;5026883;Velocidad de la avalancha;17.033536611498004;(m/s);2688
502689;5026893;Velocidad de la avalancha;11.454772081054712;(m/s);2689
502690;5026903;Velocidad de la avalancha;11.034955173554051;(m/s);2690
502691;5026913;Velocidad de la avalancha;14.006037681805893;(m/s);2691
502692;5026923;Velocidad de la avalancha;18.845871398392738;(m/s);2692
502693;5026933;Velocidad de la avalancha;18.819023100588062;(m/s);2693
502694;5026943;Velocidad de la avalancha;18.689914155610033;(m/s);2694
502695;5026953;Velocidad de la avalancha;13.821687122948624;(m/s);2695
502696;5026963;Velocidad de la avalancha;15.887116218889563;(m/s);2696
502697;5026973;Velocidad de la avalancha;14.718367605614677;(m/s);2697
502698;5026983;Nivel de agua;2.4601095090307723;m;2698
502699;5026993;Nivel de agua;16.133280791173046;m;2699
502700;5027003;Velocidad de la avalancha;17.94154548071713;(m/s);2700
502701;5027013;Velocidad de la avalancha;11.16123261178491;(m/s);2701
502702;5027023;Nivel de agua;25.361944817639305;m;2702
502703;5027033;Nivel de agua;8.686379089094025;m;2703
502704;5027043;Velocidad de la avalancha;11.466147771474615;(m/s);2704
502705;5027053;Área afectada;1.0411727882574382;km^2;2705
502706;5027063;Área afectada;1.4567241678897858;km^2;2706
502707;5027073;Velocidad de la avalancha;10.174540431144784;(m/s);2707
502708;5027083;Área afectada;1.1980521006973206;km^2;2708
502709;5027093;Nivel de agua;0.06510037306910355;m;2709
502710;5027103;Nivel de agua;12.320191558134573;m;2710
502711;5027113;Volumen de agua;1203.9098621789924;m^3;2711
502712;5027123;Nivel de agua;25.97414085211741;m;2712
502713;5027133;Velocidad de la avalancha;11.665860613487546;(m/s);2713
502714;5027143;Velocidad de la avalancha;15.20740250544456;(m/s);2714
502715;5027153;Nivel de agua;19.30499593735899;m;2715
502716;5027163;Velocidad de la avalancha;15.438674657770155;(m/s);2716
502717;5027173;Nivel de agua;28.589226003736947;m;2717
502718;5027183;Nivel de agua;8.841409803158482;m;2718
502719;5027193;Área afectada;0.949030676334632;km^2;2719
502720;5027203;Velocidad de la avalancha;18.673787424646648;(m/s);2720
502721;5027213;Magnitud de la explosión;8.566735257306352;kilotones;2721
502722;5027223;Velocidad de la avalancha;18.71317034808736;(m/s);2722
502723;5027233;Nivel de agua;3.1592348293281347;m;2723
502724;5027243;Nivel de agua;15.97301973965552;m;2724
502725;5027253;Nivel de agua;18.934019308899288;m;2725
502726;5027263;Área afectada;1.431384313086971;km^2;2726
502727;5027273;Área afectada;1.8727182390536978;km^2;2727
502728;5027283;Velocidad de la avalancha;17.782376335176572;(m/s);2728
502729;5027293;Velocidad de la avalancha;11.910979829158492;(m/s);2729
502730;5027303;Velocidad de la avalancha;16.883351696009626;(m/s);2730
502731;5027313;Área afectada;0.8032550121009568;km^2;2731
502732;5027323;Velocidad de la avalancha;18.74950967735543;(m/s);2732
502733;5027333;Nivel de agua;5.481401188818323;m;2733
502734;5027343;Volumen de agua;70789.49349555354;m^3;2734
502735;5027353;Velocidad de la avalancha;13.078484222148308;(m/s);2735
502736;5027363;Nivel de agua;19.24570924945271;m;2736
502737;5027373;Nivel de agua;6.5236375330361005;m;2737
502738;5027383;Nivel de agua;15.161475496235855;m;2738
502739;5027393;Velocidad de la avalancha;14.054258049250368;(m/s);2739
502740;5027403;Velocidad de la avalancha;16.146371274427572;(m/s);2740
502741;5027413;Velocidad de la avalancha;18.800213794423634;(m/s);2741
502742;5027423;Velocidad de la avalancha;10.75372631558842;(m/s);2742
502743;5027433;Volumen de agua;38180.758828861195;m^3;2743
502744;5027443;Velocidad de la avalancha;19.957092486759535;(m/s);2744
502745;5027453;Velocidad de la avalancha;13.080950122715894;(m/s);2745
502746;5027463;Velocidad de la avalancha;15.7571214739679;(m/s);2746
502747;5027473;Nivel de agua;0.6380512587331475;m;2747
502748;5027483;Nivel de agua;0.6389219234366224;m;2748
502749;5027493;Nivel de agua;1.5037908815428032;m;2749
502750;5027503;Nivel de agua;0.5531241594622829;m;2750
502751;5027513;Nivel de agua;0.12264486603370428;m;2751
502752;5027523;Volumen de agua;60043.364558939786;m^3;2752
502753;5027533;Nivel de agua;0.8063195446253182;m;2753
502754;5027543;Velocidad de la avalancha;16.7346481789368;(m/s);2754
502755;5027553;Volumen de agua;42746.88329306267;m^3;2755
502756;5027563;Velocidad de la avalancha;17.97941071802965;(m/s);2756
502757;5027573;Volumen de agua;10421.05549169176;m^3;2757
502758;5027583;Volumen de agua;72321.59157423498;m^3;2758
502759;5027593;Nivel de agua;5.344591620126133;m;2759
502760;5027603;Velocidad de la avalancha;14.299911570219393;(m/s);2760
502761;5027613;Volumen de agua;52587.76545304217;m^3;2761
502762;5027623;Velocidad de la avalancha;13.303916937802802;(m/s);2762
502763;5027633;Volumen de agua;19373.748960053672;m^3;2763
502764;5027643;Velocidad de la avalancha;18.387648658230468;(m/s);2764
502765;5027653;Velocidad de la avalancha;16.110847800369612;(m/s);2765
502766;5027663;Velocidad de la avalancha;10.717263256243605;(m/s);2766
502767;5027673;Velocidad de la avalancha;15.85207225493594;(m/s);2767
502768;5027683;Velocidad de la avalancha;15.557881507550885;(m/s);2768
502769;5027693;Velocidad de la avalancha;18.70029550700052;(m/s);2769
502770;5027703;Velocidad de la avalancha;11.631824363187409;(m/s);2770
502771;5027713;Vía de exposición;Ingestión;Sin unidades;2771
502772;5027723;Velocidad de la avalancha;16.648958088778908;(m/s);2772
502773;5027733;Velocidad de la avalancha;17.256079486726836;(m/s);2773
502774;5027743;Nivel de agua;16.751863969124305;m;2774
502775;5027753;Velocidad de la avalancha;10.948264933296475;(m/s);2775
502776;5027763;Área afectada;1.1062279977341232;km^2;2776
502777;5027773;Nivel de agua;12.098797816128195;m;2777
502778;5027783;Impacto en infraestructura eléctrica;Leve;Sin unidades;2778
502779;5027793;Nivel de agua;23.514684602832936;m;2779
502780;5027803;Nivel de agua;17.302012555740205;m;2780
502781;5027813;Nivel de agua;28.405543991929584;m;2781
502782;5027823;Velocidad de la avalancha;11.087301177565106;(m/s);2782
502783;5027833;Nivel de agua;10.118943934249133;m;2783
502784;5027843;Nivel de agua;15.735935584617074;m;2784
502785;5027853;Velocidad de la avalancha;12.244332612479583;(m/s);2785
502786;5027863;Vía de exposición;Inhalación;Sin unidades;2786
502787;5027873;Velocidad del viento;112.77420603554839;km/h;2787
502788;5027883;Área afectada;0.5883528965020488;km^2;2788
502789;5027893;Área afectada;1.9756122248532104;km^2;2789
502790;5027903;Área afectada;1.3215683526501139;km^2;2790
502791;5027913;Volumen de agua;38293.90202101623;m^3;2791
502792;5027923;Velocidad de la avalancha;13.65896251284798;(m/s);2792
502793;5027933;Velocidad del viento;127.9829108850717;km/h;2793
502794;5027943;Área afectada;0.6999755643903942;km^2;2794
502795;5027953;Vía de exposición;Ingestión;Sin unidades;2795
502796;5027963;Área afectada;1.787515543189909;km^2;2796
502797;5027973;Área afectada;1.1585029737791603;km^2;2797
502798;5027983;Área afectada;0.6197956244625737;km^2;2798
502799;5027993;Área afectada;1.2509410909807386;km^2;2799
502800;5028003;Nivel de agua;18.22325340857988;m;2800
502801;5028013;Velocidad de la avalancha;14.73603174376004;(m/s);2801
502802;5028023;Velocidad de la avalancha;16.881288677089803;(m/s);2802
502803;5028033;Velocidad de la avalancha;11.157139053191754;(m/s);2803
502804;5028043;Velocidad de la avalancha;16.90155303485696;(m/s);2804
502805;5028053;Velocidad de la avalancha;18.648870147862947;(m/s);2805
502806;5028063;Velocidad de la avalancha;12.13549373674676;(m/s);2806
502807;5028073;Velocidad de la avalancha;10.040285880428335;(m/s);2807
